Population_Scenario,Year,WWTP_Scenario,P(RQ_SW_API1=0-1),P(RQ_SW_API2=0-1),P(RQ_SW_API3=0-1),P(RQ_SW_API4=0-1),P(RQ_SW_API1=1-10),P(RQ_SW_API2=1-10),P(RQ_SW_API3=1-10),P(RQ_SW_API4=1-10),P(RQ_SW_API1=10-100),P(RQ_SW_API2=10-100),P(RQ_SW_API3=10-100),P(RQ_SW_API4=10-100),P(RQ_SW_API1=100-1000),P(RQ_SW_API2=100-1000),P(RQ_SW_API3=100-1000),P(RQ_SW_API4=100-1000),P(RQ_SW_API1=1000-10000),P(RQ_SW_API2=1000-10000),P(RQ_SW_API3=1000-10000),P(RQ_SW_API4=1000-10000),P(RQ_SW_API1=10000-inf),P(RQ_SW_API2=10000-inf),P(RQ_SW_API3=10000-inf),P(RQ_SW_API4=10000-inf),RQ_Threshhold,P(Sum_RQ=0-1),P(Sum_RQ=1-10),P(Sum_RQ=10-100),P(Sum_RQ=100-1000),P(Sum_RQ=1000-10000),P(Sum_RQ=10000-100000),P(Sum_RQ=100000-inf),P(Threshold_Exceedence=true)
Low,2050,None,0.00175,1,0,0.09389,0.01926,0,0.07661,0.06989,0.17502,0,0.40038,0.31322,0.46226,0,0.52301,0.52301,0.3417,0,0,0,0,0,0,0,1000,,,,,,,,
Low,2050,None,0.00175,1,0,0.09389,0.01926,0,0.07661,0.06989,0.17502,0,0.40038,0.31322,0.46226,0,0.52301,0.52301,0.3417,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2010,High,0.01915,0.02392,0.02093,0.15325,0.21069,0.18014,0.16697,0.1342,0.47831,0.44155,0.43687,0.35817,0.29185,0.35438,0.37523,0.35438,0,0,0,0,0,0,0,0,10,,,,,,,,
Main,2010,High,0.01915,0.02392,0.02093,0.15325,0.21069,0.18014,0.16697,0.1342,0.47831,0.44155,0.43687,0.35817,0.29185,0.35438,0.37523,0.35438,0,0,0,0,0,0,0,0,100,,,,,,,,
Main,2010,High,0.01915,0.02392,0.02093,0.15325,0.21069,0.18014,0.16697,0.1342,0.47831,0.44155,0.43687,0.35817,0.29185,0.35438,0.37523,0.35438,0,0,0,0,0,0,0,0,1000,,,,,,,,
Main,2010,High,0.01915,0.02392,0.02093,0.15325,0.21069,0.18014,0.16697,0.1342,0.47831,0.44155,0.43687,0.35817,0.29185,0.35438,0.37523,0.35438,0,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2010,Low,0.01057,0.00299,0.00262,0.13508,0.11627,0.08793,0.0781,0.07356,0.46114,0.40878,0.38954,0.29106,0.41202,0.50031,0.52974,0.50031,0,0,0,0,0,0,0,0,10,,,,,,,,
Main,2010,Low,0.01057,0.00299,0.00262,0.13508,0.11627,0.08793,0.0781,0.07356,0.46114,0.40878,0.38954,0.29106,0.41202,0.50031,0.52974,0.50031,0,0,0,0,0,0,0,0,100,,,,,,,,
Main,2010,Low,0.01057,0.00299,0.00262,0.13508,0.11627,0.08793,0.0781,0.07356,0.46114,0.40878,0.38954,0.29106,0.41202,0.50031,0.52974,0.50031,0,0,0,0,0,0,0,0,1000,,,,,,,,
Main,2010,Low,0.01057,0.00299,0.00262,0.13508,0.11627,0.08793,0.0781,0.07356,0.46114,0.40878,0.38954,0.29106,0.41202,0.50031,0.52974,0.50031,0,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2010,Medium,0.01302,0.00897,0.00785,0.14027,0.14325,0.11427,0.10349,0.09089,0.46605,0.41814,0.40307,0.31023,0.37768,0.45861,0.48559,0.45861,0,0,0,0,0,0,0,0,10,,,,,,,,
Main,2010,Medium,0.01302,0.00897,0.00785,0.14027,0.14325,0.11427,0.10349,0.09089,0.46605,0.41814,0.40307,0.31023,0.37768,0.45861,0.48559,0.45861,0,0,0,0,0,0,0,0,100,,,,,,,,
Main,2010,Medium,0.01302,0.00897,0.00785,0.14027,0.14325,0.11427,0.10349,0.09089,0.46605,0.41814,0.40307,0.31023,0.37768,0.45861,0.48559,0.45861,0,0,0,0,0,0,0,0,1000,,,,,,,,
Main,2010,Medium,0.01302,0.00897,0.00785,0.14027,0.14325,0.11427,0.10349,0.09089,0.46605,0.41814,0.40307,0.31023,0.37768,0.45861,0.48559,0.45861,0,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2010,None,0.00934,0,0,0.13248,0.10278,0.07475,0.06541,0.0649,0.45869,0.4041,0.38278,0.28147,0.42918,0.52115,0.55181,0.52115,0,0,0,0,0,0,0,0,10,,,,,,,,
Main,2010,None,0.00934,0,0,0.13248,0.10278,0.07475,0.06541,0.0649,0.45869,0.4041,0.38278,0.28147,0.42918,0.52115,0.55181,0.52115,0,0,0,0,0,0,0,0,100,,,,,,,,
Main,2010,None,0.00934,0,0,0.13248,0.10278,0.07475,0.06541,0.0649,0.45869,0.4041,0.38278,0.28147,0.42918,0.52115,0.55181,0.52115,0,0,0,0,0,0,0,0,1000,,,,,,,,
Main,2010,None,0.00934,0,0,0.13248,0.10278,0.07475,0.06541,0.0649,0.45869,0.4041,0.38278,0.28147,0.42918,0.52115,0.55181,0.52115,0,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2020,High,0.02024,0.02802,0.02451,0,0.22266,0.19345,0.18022,0.08755,0.48048,0.44264,0.43962,0.4185,0.27661,0.33589,0.35565,0.49395,0,0,0,0,0,0,0,0,10,,,,,,,,
Main,2020,High,0.02024,0.02802,0.02451,0,0.22266,0.19345,0.18022,0.08755,0.48048,0.44264,0.43962,0.4185,0.27661,0.33589,0.35565,0.49395,0,0,0,0,0,0,0,0,100,,,,,,,,
Main,2020,High,0.02024,0.02802,0.02451,0,0.22266,0.19345,0.18022,0.08755,0.48048,0.44264,0.43962,0.4185,0.27661,0.33589,0.35565,0.49395,0,0,0,0,0,0,0,0,1000,,,,,,,,
Main,2020,High,0.02024,0.02802,0.02451,0,0.22266,0.19345,0.18022,0.08755,0.48048,0.44264,0.43962,0.4185,0.27661,0.33589,0.35565,0.49395,0,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2020,Low,0.01211,0.0035,0.00306,0,0.13317,0.10079,0.08956,0.01094,0.46421,0.42151,0.40529,0.29171,0.39051,0.47419,0.50209,0.69734,0,0,0,0,0,0,0,0,10,,,,,,,,
Main,2020,Low,0.01211,0.0035,0.00306,0,0.13317,0.10079,0.08956,0.01094,0.46421,0.42151,0.40529,0.29171,0.39051,0.47419,0.50209,0.69734,0,0,0,0,0,0,0,0,100,,,,,,,,
Main,2020,Low,0.01211,0.0035,0.00306,0,0.13317,0.10079,0.08956,0.01094,0.46421,0.42151,0.40529,0.29171,0.39051,0.47419,0.50209,0.69734,0,0,0,0,0,0,0,0,1000,,,,,,,,
Main,2020,Low,0.01211,0.0035,0.00306,0,0.13317,0.10079,0.08956,0.01094,0.46421,0.42151,0.40529,0.29171,0.39051,0.47419,0.50209,0.69734,0,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2020,Medium,0.01443,0.01051,0.00919,0,0.15874,0.12727,0.11546,0.03283,0.46886,0.42755,0.4151,0.32794,0.35797,0.43468,0.46025,0.63923,0,0,0,0,0,0,0,0,10,,,,,,,,
Main,2020,Medium,0.01443,0.01051,0.00919,0,0.15874,0.12727,0.11546,0.03283,0.46886,0.42755,0.4151,0.32794,0.35797,0.43468,0.46025,0.63923,0,0,0,0,0,0,0,0,100,,,,,,,,
Main,2020,Medium,0.01443,0.01051,0.00919,0,0.15874,0.12727,0.11546,0.03283,0.46886,0.42755,0.4151,0.32794,0.35797,0.43468,0.46025,0.63923,0,0,0,0,0,0,0,0,1000,,,,,,,,
Main,2020,Medium,0.01443,0.01051,0.00919,0,0.15874,0.12727,0.11546,0.03283,0.46886,0.42755,0.4151,0.32794,0.35797,0.43468,0.46025,0.63923,0,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2020,None,0.01094,0,0,0,0.12038,0.08755,0.07661,0,0.46189,0.4185,0.40038,0.2736,0.40678,0.49395,0.52301,0.7264,0,0,0,0,0,0,0,0,10,,,,,,,,
Main,2020,None,0.01094,0,0,0,0.12038,0.08755,0.07661,0,0.46189,0.4185,0.40038,0.2736,0.40678,0.49395,0.52301,0.7264,0,0,0,0,0,0,0,0,100,,,,,,,,
Main,2020,None,0.01094,0,0,0,0.12038,0.08755,0.07661,0,0.46189,0.4185,0.40038,0.2736,0.40678,0.49395,0.52301,0.7264,0,0,0,0,0,0,0,0,1000,,,,,,,,
Main,2020,None,0.01094,0,0,0,0.12038,0.08755,0.07661,0,0.46189,0.4185,0.40038,0.2736,0.40678,0.49395,0.52301,0.7264,0,0,0,0,0,0,0,0,10000,,,,,,,,
Main,2030,High,0.02124,0.07289,0.02779,0,0.23361,0.25324,0.19234,0.04368,0.48248,0.4187,0.44214,0.24553,0.26267,0.25517,0.33772,0.44812,0,0,0,0.26267,0,0,0,0,10,,,,,,,,
Main,2030,High,0.02124,0.07289,0.02779,0,0.23361,0.25324,0.19234,0.04368,0.48248,0.4187,0.44214,0.24553,0.26267,0.25517,0.33772,0.44812,0,0,0,0.26267,0,0,0,0,100,,,,,,,,
Main,2030,High,0.02124,0.07289,0.02779,0,0.23361,0.25324,0.19234,0.04368,0.48248,0.4187,0.44214,0.24553,0.26267,0.25517,0.33772,0.44812,0,0,0,0.26267,0,0,0,0,1000,,,,,,,,
Main,2030,High,0.02124,0.07289,0.02779,0,0.23361,0.25324,0.19234,0.04368,0.48248,0.4187,0.44214,0.24553,0.26267,0.25517,0.33772,0.44812,0,0,0,0.26267,0,0,0,0,10000,,,,,,,,
Main,2030,Low,0.01351,0.02648,0.00347,0,0.14863,0.17668,0.10004,0.00546,0.46702,0.4366,0.4197,0.15012,0.37083,0.36024,0.47678,0.47359,0,0,0,0.37083,0,0,0,0,10,,,,,,,,
Main,2030,Low,0.01351,0.02648,0.00347,0,0.14863,0.17668,0.10004,0.00546,0.46702,0.4366,0.4197,0.15012,0.37083,0.36024,0.47678,0.47359,0,0,0,0.37083,0,0,0,0,100,,,,,,,,
Main,2030,Low,0.01351,0.02648,0.00347,0,0.14863,0.17668,0.10004,0.00546,0.46702,0.4366,0.4197,0.15012,0.37083,0.36024,0.47678,0.47359,0,0,0,0.37083,0,0,0,0,1000,,,,,,,,
Main,2030,Low,0.01351,0.02648,0.00347,0,0.14863,0.17668,0.10004,0.00546,0.46702,0.4366,0.4197,0.15012,0.37083,0.36024,0.47678,0.47359,0,0,0,0.37083,0,0,0,0,10000,,,,,,,,
Main,2030,Medium,0.01572,0.03974,0.01042,0,0.17291,0.19856,0.12641,0.01638,0.47144,0.43148,0.42611,0.17738,0.33993,0.33022,0.43705,0.46631,0,0,0,0.33993,0,0,0,0,10,,,,,,,,
Main,2030,Medium,0.01572,0.03974,0.01042,0,0.17291,0.19856,0.12641,0.01638,0.47144,0.43148,0.42611,0.17738,0.33993,0.33022,0.43705,0.46631,0,0,0,0.33993,0,0,0,0,100,,,,,,,,
Main,2030,Medium,0.01572,0.03974,0.01042,0,0.17291,0.19856,0.12641,0.01638,0.47144,0.43148,0.42611,0.17738,0.33993,0.33022,0.43705,0.46631,0,0,0,0.33993,0,0,0,0,1000,,,,,,,,
Main,2030,Medium,0.01572,0.03974,0.01042,0,0.17291,0.19856,0.12641,0.01638,0.47144,0.43148,0.42611,0.17738,0.33993,0.33022,0.43705,0.46631,0,0,0,0.33993,0,0,0,0,10000,,,,,,,,
Main,2030,None,0.01241,0.01985,0,0,0.13649,0.16575,0.08686,0,0.46482,0.43915,0.41649,0.13649,0.38628,0.37525,0.49665,0.47722,0,0,0,0.38628,0,0,0,0,10,,,,,,,,
Main,2030,None,0.01241,0.01985,0,0,0.13649,0.16575,0.08686,0,0.46482,0.43915,0.41649,0.13649,0.38628,0.37525,0.49665,0.47722,0,0,0,0.38628,0,0,0,0,100,,,,,,,,
Main,2030,None,0.01241,0.01985,0,0,0.13649,0.16575,0.08686,0,0.46482,0.43915,0.41649,0.13649,0.38628,0.37525,0.49665,0.47722,0,0,0,0.38628,0,0,0,0,1000,,,,,,,,
Main,2030,None,0.01241,0.01985,0,0,0.13649,0.16575,0.08686,0,0.46482,0.43915,0.41649,0.13649,0.38628,0.37525,0.49665,0.47722,0,0,0,0.38628,0,0,0,0,10000,,,,,,,,
Main,2040,High,0.02124,0.27289,0.02779,0,0.23361,0.43366,0.19234,0.0675,0.48248,0.29344,0.44214,0.3253,0.26267,0,0.33772,0.4571,0,0,0,0.1501,0,0,0,0,10,,,,,,,,
Main,2040,High,0.02124,0.27289,0.02779,0,0.23361,0.43366,0.19234,0.0675,0.48248,0.29344,0.44214,0.3253,0.26267,0,0.33772,0.4571,0,0,0,0.1501,0,0,0,0,100,,,,,,,,
Main,2040,High,0.02124,0.27289,0.02779,0,0.23361,0.43366,0.19234,0.0675,0.48248,0.29344,0.44214,0.3253,0.26267,0,0.33772,0.4571,0,0,0,0.1501,0,0,0,0,1000,,,,,,,,
Main,2040,High,0.02124,0.27289,0.02779,0,0.23361,0.43366,0.19234,0.0675,0.48248,0.29344,0.44214,0.3253,0.26267,0,0.33772,0.4571,0,0,0,0.1501,0,0,0,0,10000,,,,,,,,
Main,2040,Low,0.01351,0.15119,0.00347,0,0.14863,0.43454,0.10004,0.00844,0.46702,0.41427,0.4197,0.22524,0.37083,0,0.47678,0.55442,0,0,0,0.2119,0,0,0,0,10,,,,,,,,
Main,2040,Low,0.01351,0.15119,0.00347,0,0.14863,0.43454,0.10004,0.00844,0.46702,0.41427,0.4197,0.22524,0.37083,0,0.47678,0.55442,0,0,0,0.2119,0,0,0,0,100,,,,,,,,
Main,2040,Low,0.01351,0.15119,0.00347,0,0.14863,0.43454,0.10004,0.00844,0.46702,0.41427,0.4197,0.22524,0.37083,0,0.47678,0.55442,0,0,0,0.2119,0,0,0,0,1000,,,,,,,,
Main,2040,Low,0.01351,0.15119,0.00347,0,0.14863,0.43454,0.10004,0.00844,0.46702,0.41427,0.4197,0.22524,0.37083,0,0.47678,0.55442,0,0,0,0.2119,0,0,0,0,10000,,,,,,,,
Main,2040,Medium,0.01572,0.18596,0.01042,0,0.17291,0.43429,0.12641,0.02531,0.47144,0.37975,0.42611,0.25383,0.33993,0,0.43705,0.52661,0,0,0,0.19425,0,0,0,0,10,,,,,,,,
Main,2040,Medium,0.01572,0.18596,0.01042,0,0.17291,0.43429,0.12641,0.02531,0.47144,0.37975,0.42611,0.25383,0.33993,0,0.43705,0.52661,0,0,0,0.19425,0,0,0,0,100,,,,,,,,
Main,2040,Medium,0.01572,0.18596,0.01042,0,0.17291,0.43429,0.12641,0.02531,0.47144,0.37975,0.42611,0.25383,0.33993,0,0.43705,0.52661,0,0,0,0.19425,0,0,0,0,1000,,,,,,,,
Main,2040,Medium,0.01572,0.18596,0.01042,0,0.17291,0.43429,0.12641,0.02531,0.47144,0.37975,0.42611,0.25383,0.33993,0,0.43705,0.52661,0,0,0,0.19425,0,0,0,0,10000,,,,,,,,
Main,2040,None,0.01241,0.1338,0,0,0.13649,0.43467,0.08686,0,0.46482,0.43153,0.41649,0.21094,0.38628,0,0.49665,0.56833,0,0,0,0.22073,0,0,0,0,10,,,,,,,,
Main,2040,None,0.01241,0.1338,0,0,0.13649,0.43467,0.08686,0,0.46482,0.43153,0.41649,0.21094,0.38628,0,0.49665,0.56833,0,0,0,0.22073,0,0,0,0,100,,,,,,,,
Main,2040,None,0.01241,0.1338,0,0,0.13649,0.43467,0.08686,0,0.46482,0.43153,0.41649,0.21094,0.38628,0,0.49665,0.56833,0,0,0,0.22073,0,0,0,0,1000,,,,,,,,
Main,2040,None,0.01241,0.1338,0,0,0.13649,0.43467,0.08686,0,0.46482,0.43153,0.41649,0.21094,0.38628,0,0.49665,0.56833,0,0,0,0.22073,0,0,0,0,10000,,,,,,,,
Main,2050,High,0.0222,0.44349,0.03097,0,0.2442,0.35074,0.20406,0,0.4844,0.20576,0.44458,0.11059,0.2492,0,0.32039,0.44442,0,0,0,0.44499,0,0,0,0,10,,,,,,,,
Main,2050,High,0.0222,0.44349,0.03097,0,0.2442,0.35074,0.20406,0,0.4844,0.20576,0.44458,0.11059,0.2492,0,0.32039,0.44442,0,0,0,0.44499,0,0,0,0,100,,,,,,,,
Main,2050,High,0.0222,0.44349,0.03097,0,0.2442,0.35074,0.20406,0,0.4844,0.20576,0.44458,0.11059,0.2492,0,0.32039,0.44442,0,0,0,0.44499,0,0,0,0,1000,,,,,,,,
Main,2050,High,0.0222,0.44349,0.03097,0,0.2442,0.35074,0.20406,0,0.4844,0.20576,0.44458,0.11059,0.2492,0,0.32039,0.44442,0,0,0,0.44499,0,0,0,0,10000,,,,,,,,
Main,2050,Low,0.01487,0.33894,0.00387,0,0.16358,0.37057,0.11018,0,0.46974,0.29049,0.43363,0.01382,0.35181,0,0.45232,0.35795,0,0,0,0.62822,0,0,0,0,10,,,,,,,,
Main,2050,Low,0.01487,0.33894,0.00387,0,0.16358,0.37057,0.11018,0,0.46974,0.29049,0.43363,0.01382,0.35181,0,0.45232,0.35795,0,0,0,0.62822,0,0,0,0,100,,,,,,,,
Main,2050,Low,0.01487,0.33894,0.00387,0,0.16358,0.37057,0.11018,0,0.46974,0.29049,0.43363,0.01382,0.35181,0,0.45232,0.35795,0,0,0,0.62822,0,0,0,0,1000,,,,,,,,
Main,2050,Low,0.01487,0.33894,0.00387,0,0.16358,0.37057,0.11018,0,0.46974,0.29049,0.43363,0.01382,0.35181,0,0.45232,0.35795,0,0,0,0.62822,0,0,0,0,10000,,,,,,,,
Main,2050,Medium,0.01697,0.36881,0.01161,0,0.18662,0.3649,0.137,0,0.47393,0.26628,0.43676,0.04147,0.32249,0,0.41463,0.38266,0,0,0,0.57587,0,0,0,0,10,,,,,,,,
Main,2050,Medium,0.01697,0.36881,0.01161,0,0.18662,0.3649,0.137,0,0.47393,0.26628,0.43676,0.04147,0.32249,0,0.41463,0.38266,0,0,0,0.57587,0,0,0,0,100,,,,,,,,
Main,2050,Medium,0.01697,0.36881,0.01161,0,0.18662,0.3649,0.137,0,0.47393,0.26628,0.43676,0.04147,0.32249,0,0.41463,0.38266,0,0,0,0.57587,0,0,0,0,1000,,,,,,,,
Main,2050,Medium,0.01697,0.36881,0.01161,0,0.18662,0.3649,0.137,0,0.47393,0.26628,0.43676,0.04147,0.32249,0,0.41463,0.38266,0,0,0,0.57587,0,0,0,0,10000,,,,,,,,
Main,2050,None,0.01382,0.324,0,0,0.15206,0.3734,0.09677,0,0.46765,0.30259,0.43206,0,0.36646,0,0.47117,0.3456,0,0,0,0.6544,0,0,0,0,10,,,,,,,,
Main,2050,None,0.01382,0.324,0,0,0.15206,0.3734,0.09677,0,0.46765,0.30259,0.43206,0,0.36646,0,0.47117,0.3456,0,0,0,0.6544,0,0,0,0,100,,,,,,,,
Main,2050,None,0.01382,0.324,0,0,0.15206,0.3734,0.09677,0,0.46765,0.30259,0.43206,0,0.36646,0,0.47117,0.3456,0,0,0,0.6544,0,0,0,0,1000,,,,,,,,
